target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds,lambda_feat,lambda_kl,temperature,gate_tau,warmup_epochs
Art_Painting,feat_kl,feature_plus_kl,resnet50,42,0.9731318219983207,0.8037109375,0.8763977652415633,6752,1191,2048,1,478.0018661022186,0.1,0.05,2.0,0.5,5
