dataset,target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds
vlcs,LabelMe,strong_aug,strong_aug,resnet50,2026,0.8753096614368291,0.6613876319758673,2.9827037848318683,6862,1211,2652,1,596.7222397327423
