target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds,lambda_feat,lambda_kl,temperature,gate_tau,warmup_epochs
Photo,adaptive,adaptive_010_005,vit-small,123,0.9703525641025641,0.9556886227544911,0.2140539153580255,7073,1248,1670,1,495.17168736457825,0.1,0.05,2.0,0.5,5
