target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds,lambda_feat,lambda_kl,temperature,gate_tau,warmup_epochs
Art_Painting,adaptive,adaptive_010_005,vit-small,123,0.9773299748110831,0.830078125,0.9205246469937265,6752,1191,2048,1,476.10064339637756,0.1,0.05,2.0,0.5,5
