target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds,lambda_feat,lambda_kl,temperature,gate_tau,warmup_epochs
Photo,feat_kl,feature_plus_kl,resnet50,3407,0.9799679487179487,0.9634730538922156,0.1469160301955082,7073,1248,1670,1,515.934219121933,0.1,0.05,2.0,0.5,5
