dataset,target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds
officehome,Product,erm,erm,resnet50,3407,0.8022700119474313,0.7294435683712548,1.357268938853897,9474,1674,4439,1,1334.8376479148865
