dataset,target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds
pacs,Art_Painting,swad,swad,resnet50,42,0.9748110831234257,0.81689453125,0.697515596402809,6752,1191,2048,1,391.309588432312
