dataset,target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds
officehome,Real_World,feature_plus_kl,feature_plus_kl,resnet50,3407,0.8385756676557864,0.7727794353913243,1.1946111429386082,9545,1685,4357,1,837.3862135410309
