dataset,target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds
vlcs,LabelMe,swad,swad,resnet50,42,0.8777869529314616,0.6564856711915535,2.234567999907209,6862,1211,2652,1,341.47540283203125
