dataset,target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds
officehome,Product,feature_plus_kl,feature_plus_kl,resnet50,2027,0.8136200716845878,0.7585041676053165,1.311652270126622,9474,1674,4439,1,1162.705956697464
