dataset,target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds
officehome,Art,mixstyle,mixstyle,resnet50,42,0.8269230769230769,0.6306677658697445,1.8703500498255126,11185,1976,2426,1,609.8887491226196
