dataset,target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds
pacs,Art_Painting,mixstyle,mixstyle,resnet50,2026,0.9756507136859782,0.796875,0.820078853139421,6752,1191,2048,1,365.53451895713806
