target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds,lambda_feat,lambda_kl,temperature,gate_tau,warmup_epochs
Art_Painting,aug,strong_aug,resnet50,2027,0.9832073887489504,0.84326171875,0.6069828062318265,6752,1191,2048,1,463.5268623828888,0.0,0.0,2.0,0.5,5
