dataset,target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds
officehome,Clipart,feature_plus_kl,feature_plus_kl,resnet50,123,0.8751486325802615,0.4870561282932417,3.483635218446607,9540,1682,4365,1,1213.0345432758331
