target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds,lambda_feat,lambda_kl,temperature,gate_tau,warmup_epochs
Photo,adaptive,adaptive,resnet50,42,0.9823717948717948,0.9682634730538923,0.11954726403684847,7073,1248,1670,1,488.3757355213165,0.1,0.05,2.0,0.5,5
