dataset,target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds
officehome,Real_World,mixstyle,mixstyle,resnet50,123,0.8267062314540059,0.757401882028919,1.1121648295855395,9545,1685,4357,1,494.39071440696716
