dataset,target,method,run_name,model,seed,best_source_val,target_accuracy,target_loss,n_train,n_val,n_test,target_evaluations,elapsed_seconds
officehome,Art,erm,erm,resnet50,3407,0.8496963562753036,0.6471558120362737,1.903230852070468,11185,1976,2426,1,560.1866283416748
